Section Name,Date,Web Title,Web URL
World news,18/10/2024,Blow to Meloni’s Albania deal as court orders asylum seekers’ return to Italy,https://www.theguardian.com/world/2024/oct/18/blow-to-melonis-albania-deal-as-court-orders-asylum-seekers-return-to-italy
Opinion,18/10/2024,Maeve Boothby O’Neill died because of a discredited view of ME. How was this allowed to happen? | George Monbiot,https://www.theguardian.com/commentisfree/2024/oct/18/maeve-bothby-oneill-me-chronic-fatigue-syndrome
Society,18/10/2024,‘You are our champion’: solidarity springs up for Gisèle Pelicot around the world,https://www.theguardian.com/society/2024/oct/18/solidarity-for-gisele-pelicot-around-world-france-rape-trial
World news,18/10/2024,Ukraine war briefing: US sanctions China firms over ‘complete attack drones made for Russia’,https://www.theguardian.com/world/2024/oct/18/ukraine-war-briefing-us-sanctions-china-firms-over-complete-attack-drones-made-for-russia
World news,29/10/2024,EU events on curbing big tech ‘distorted’ by attenders with industry links,https://www.theguardian.com/world/2024/oct/29/eu-events-curbing-big-tech-distorted-attenders-hidden-industry-links
US news,29/10/2024,"If Trump wins the election, Nato can expect more turbulence ahead",https://www.theguardian.com/us-news/2024/oct/29/if-trump-wins-the-election-nato-can-expect-more-turbulence-ahead
World news,29/10/2024,"Russia to deploy 10,000 North Korean troops against Ukraine within ‘weeks’, Pentagon says",https://www.theguardian.com/world/2024/oct/29/russia-north-korean-troops-ukraine-war
Politics,08/10/2024,Keir Starmer must not yield to rightwing opposition over EU youth mobility | Letters,https://www.theguardian.com/politics/2024/oct/08/keir-starmer-must-not-yield-to-rightwing-opposition-over-eu-youth-mobility
World news,08/10/2024,China puts tariffs on EU brandy in escalating trade row with Brussels,https://www.theguardian.com/world/2024/oct/08/china-tariffs-eu-brandy-escalating-trade-row-brussels
World news,08/10/2024,Viktor Orbán would celebrate Trump victory with ‘bottles of champagne’,https://www.theguardian.com/world/2024/oct/08/hungary-viktor-orban-donald-trump-victory-champagne
Opinion,08/10/2024,Look at this photo of Ursula von der Leyen’s new team – and tell me the EU doesn’t have a diversity problem  | Shada Islam,https://www.theguardian.com/commentisfree/2024/oct/08/eu-ursula-von-der-leyen-diversity-recruitment
Opinion,27/10/2024,The Guardian view on UK-EU security cooperation: some red lines must be blurred | Editorial,https://www.theguardian.com/commentisfree/2024/oct/27/the-guardian-view-on-uk-eu-security-cooperation-some-red-lines-must-be-blurred
Politics,27/10/2024,Scheme to boost French school trips to Britain ‘at risk’ under new UK entry rules,https://www.theguardian.com/politics/2024/oct/27/french-school-trips-scheme-uk-new-entry-rules-brexit
Technology,24/10/2024,Intel wins lengthy EU legal battle over £880m competition fine,https://www.theguardian.com/technology/2024/oct/24/intel-legal-battle-against-eu-880m-fine-competition
World news,15/10/2024,Ukraine war briefing: Authorities order evacuation of previously liberated Kupiansk,https://www.theguardian.com/world/2024/oct/16/ukraine-war-briefing-authorities-order-evacuation-of-previously-liberated-kupiansk
Business,15/10/2024,BMW chief says EU combustion engine ban will shrink car industry,https://www.theguardian.com/business/2024/oct/15/bmw-chief-eu-combustion-engine-ban-car-industry
World news,15/10/2024,Human rights groups urge Polish PM to shelve plan to suspend right to asylum,https://www.theguardian.com/world/2024/oct/15/human-rights-groups-urge-polish-pm-to-shelve-plan-to-suspend-right-to-asylum
Art and design,25/10/2024,Four decades of work from master surrealist René Magritte arrives at Art Gallery of NSW,https://www.theguardian.com/artanddesign/2024/oct/26/four-decades-of-work-from-master-surrealist-rene-magritte-arrives-at-art-gallery-of-nsw
Business,25/10/2024,"Brexit has put £370m a year on price of power from EU since 2021, experts say",https://www.theguardian.com/business/2024/oct/25/brexit-has-put-370m-a-year-on-price-of-power-from-eu-since-2021-experts-say
Opinion,25/10/2024,A prime minister defending immigration? It can happen. It just did here in Spain | María Ramírez,https://www.theguardian.com/commentisfree/2024/oct/25/spain-immigration-prime-minister-pedro-sanchez
World news,19/10/2024,Ukraine war briefing: Moscow and Kyiv exchange 190 PoWs with United Arab Emirates mediating,https://www.theguardian.com/world/2024/oct/19/ukraine-war-briefing-moscow-and-kyiv-exchange-190-pows-with-united-arab-emirates-mediating
World news,07/10/2024,World leaders mark first anniversary of 7 October attack on Israel,https://www.theguardian.com/world/2024/oct/07/world-leaders-first-anniversary-7-october-hamas-attack-israel
Books,07/10/2024,"‘If I have a fault, it’s that I’m too honest’ – Boris Johnson’s Unleashed, digested by John Crace",https://www.theguardian.com/books/2024/oct/07/boris-johnson-unleashed-memoir-digested-read-john-crace
Business,06/10/2024,Labour must ensure benefits of future growth are shared equally across Britain | Larry Elliott,https://www.theguardian.com/business/2024/oct/06/labour-must-ensure-benefits-of-future-growth-are-shared-equally-across-britain
Global development,23/10/2024,EU refuses to publish findings of Tunisia human rights inquiry,https://www.theguardian.com/world/2024/oct/23/eu-refuses-to-publish-findings-of-tunisia-human-rights-inquiry
World news,02/10/2024,UK begins evacuating citizens from Lebanon as Israel’s offensive continues,https://www.theguardian.com/world/2024/oct/02/uk-begins-evacuating-citizens-from-lebanon-as-israel-steps-up-attacks
Politics,02/10/2024,Starmer vows to turn page on UK’s relationship with the EU,https://www.theguardian.com/politics/2024/oct/02/starmer-vows-to-turn-page-on-uks-relationship-with-the-eu
Politics,02/10/2024,"Keir Starmer pays back £6,000 worth of gifts and hospitality",https://www.theguardian.com/politics/2024/oct/02/keir-starmer-pays-back-6000-worth-of-gifts-and-hospitality
Opinion,02/10/2024,The Guardian view on resetting UK-EU relations: more candour and courage required | Editorial,https://www.theguardian.com/commentisfree/2024/oct/02/the-guardian-view-on-resetting-uk-eu-relations-more-candour-and-courage-required
World news,02/10/2024,EU pushes Keir Starmer to open door to youth mobility scheme as PM heads to Brussels,https://www.theguardian.com/world/2024/oct/02/eu-pushes-keir-starmer-to-open-door-to-youth-mobility-scheme-as-pm-heads-to-brussels
Opinion,01/10/2024,The Guardian view on Austria’s election: yet another wake-up call | Editorial,https://www.theguardian.com/commentisfree/2024/oct/01/the-guardian-view-on-austria-election-yet-another-wake-up-call
World news,01/10/2024,Irish finance minister calls €14bn tax windfall from Apple ‘transformational’,https://www.theguardian.com/world/2024/oct/01/irish-finance-minister-calls-14bn-tax-windfall-from-apple-transformational
World news,01/10/2024,"Spending cuts needed to tackle France’s colossal debt, Michel Barnier tells MPs",https://www.theguardian.com/world/2024/oct/01/france-spending-cuts-colossal-debt-michel-barnier
Food,01/10/2024,Berry good news as punnet prices plummet: Australia’s best-value fruit and veg for October,https://www.theguardian.com/food/2024/oct/02/australia-fruit-and-vegetable-produce-prices-discounts-october
Art and design,01/10/2024,Anya Gallaccio: Preserve review – catch this show before its dazzling splendours decay,https://www.theguardian.com/artanddesign/2024/oct/01/anya-gallaccio-turner-contemporary-margate
Opinion,28/10/2024,The Guardian view on Georgia’s election: drifting dismally into Moscow’s orbit | Editorial,https://www.theguardian.com/commentisfree/2024/oct/28/the-guardian-view-on-georgias-election-drifting-dismally-into-moscows-orbit
Music,28/10/2024,Francis McPeake obituary,https://www.theguardian.com/music/2024/oct/28/francis-mcpeake-obituary
Politics,11/10/2024,Keir Starmer may still need to dispel perception of ‘boys’ club’,https://www.theguardian.com/politics/2024/oct/11/keir-starmer-dispel-perception-of-boys-club-post-sue-gray
Global development,11/10/2024,EU unable to retrieve €150m paid to Tunisia despite links to rights violations,https://www.theguardian.com/global-development/2024/oct/11/eu-funding-migrant-deal-tunisia-human-rights-violations-asylum-icc
Food,30/10/2024,"‘It knocks your head off!’ How limoncello became a sudden, surprising, soaring success",https://www.theguardian.com/food/2024/oct/30/it-knocks-your-head-off-how-limoncello-became-a-sudden-soaring-success
World news,16/10/2024,More EU leaders expected to back calls for offshore asylum centres,https://www.theguardian.com/world/2024/oct/16/four-die-crowded-speedboat-kos-greek-coastguard
World news,16/10/2024,Human rights groups condemn EU summit with Saudi crown prince,https://www.theguardian.com/world/2024/oct/16/human-rights-groups-condemn-eu-meeting-saudi-crown-prince-mohammed-bin-salman
Politics,16/10/2024,David Lammy urged to raise human rights concerns on China trip,https://www.theguardian.com/politics/2024/oct/16/david-lammy-human-rights-concerns-china-trip
Football,21/10/2024,Luka Modric may be Real Madrid’s oldest ever player but he’s still got it | Sid Lowe,https://www.theguardian.com/football/2024/oct/21/luka-modric-real-madrid-la-liga
World news,21/10/2024,Moldovans back joining the EU by razor-thin majority,https://www.theguardian.com/world/2024/oct/21/moldova-vote-join-eu-razor-thin-majority
World news,12/10/2024,Foreign Office ‘asked for UK visit by Taiwan ex-president to be deferred’ to not anger China,https://www.theguardian.com/world/2024/oct/12/foreign-office-uk-visit-taiwan-tsai-ing-wen
Football,14/10/2024,Kolo Muani double gives France victory over Belgium despite Tchouaméni red,https://www.theguardian.com/football/2024/oct/14/belgium-france-nations-league-match-report
Football,14/10/2024,Europe’s leagues and Fifpro accuse Fifa of ‘abusive and anti-competitive’ acts,https://www.theguardian.com/football/2024/oct/14/european-leagues-fifpro-la-liga-accuse-fifa-abusive-and-anti-competitive-conduct
Opinion,14/10/2024,The Guardian view on EU asylum policy: Orbán is no longer an outlier | Editorial,https://www.theguardian.com/commentisfree/2024/oct/14/the-guardian-view-on-eu-asylum-policy-orban-is-no-longer-an-outlier
Football,14/10/2024,Football Daily | France in a flap again as Deschamps ponders Butterfly Effect,https://www.theguardian.com/football/2024/oct/14/france-in-a-flap-didier-deschamps-butterfly-effect-football-daily
World news,09/10/2024,"Ukraine war briefing: End the war in 2025 through ‘decisive action’, says Zelenskyy",https://www.theguardian.com/world/2024/oct/10/ukraine-war-briefing-end-the-war-in-2025-through-decisive-action-says-zelenskyy
World news,09/10/2024,Could the shocking Pelicot rape trial help to finally change French attitudes to sexual violence?,https://www.theguardian.com/world/2024/oct/09/this-is-europe-gisele-pelicot-france-rape-trial
Opinion,09/10/2024,The west’s support for Ukraine is fading – and that will empower Putin for his next war | Paul Taylor,https://www.theguardian.com/commentisfree/2024/oct/09/west-vladimir-putin-ukraine-donald-trump
